StudentId,CourseId,Section no,seat no
2505,81,1,28
2505,73,2,29
2505,60,1,23
2506,71,2,29
2506,81,2,28
2506,79,2,20
2506,142,1,39
2507,98,2,22
2507,147,1,25
2507,126,2,26
2508,111,2,31
2508,70,2,23
2508,135,1,34
2508,91,2,32
2509,103,1,30
2509,47,2,13
2509,49,1,22
2509,72,1,31
2510,56,2,30
2510,44,1,26
2510,53,2,32
2510,18,1,23
2511,37,1,25
2511,62,1,25
2511,61,2,27
2512,48,2,22
2512,63,1,29
2512,68,1,34
2513,115,2,29
2513,48,1,28
2513,61,2,28
2513,11,1,24
2514,13,1,23
2514,113,1,19
2514,80,1,32
2515,59,2,34
2515,27,1,22
2515,50,2,31
2516,14,2,22
2516,2,2,29
2516,19,1,23
2517,150,1,30
2517,4,2,40
2517,102,2,17
2518,128,1,23
2518,126,2,27
2518,24,1,26
2519,42,2,34
2519,133,2,34
2519,30,2,40
2520,88,2,22
2520,70,1,28
2520,104,2,22
2521,150,2,26
2521,117,1,33
2521,112,1,39
2522,16,2,30
2522,140,2,21
2522,77,1,27
2523,111,2,32
2523,132,2,31
2523,41,2,17
2524,59,1,24
2524,127,2,24
2524,43,1,23
2525,97,1,25
2525,110,1,35
2525,27,1,23
2525,12,2,21
2526,31,1,21
2526,33,2,18
2526,114,2,20
2526,82,2,26
2527,10,1,32
2527,79,2,21
2527,61,1,30
2528,66,1,24
2528,45,2,26
2528,17,1,26
2528,97,1,26
2529,123,1,23
2529,8,2,29
2529,43,2,27
2530,127,1,30
2530,130,1,26
2530,125,1,28
2531,49,2,31
2531,111,2,33
2531,61,1,31
2531,133,1,29
2532,133,1,30
2532,50,1,27
2532,115,2,30
2533,128,1,24
2533,87,2,17
2533,122,2,27
2534,46,2,39
2534,67,1,34
2534,54,2,25
2535,18,2,32
2535,27,1,24
2535,83,1,21
2536,104,1,22
2536,107,1,38
2536,84,1,27
2537,134,1,30
2537,82,2,27
2537,120,2,37
2538,93,2,33
2538,105,1,30
2538,14,2,23
2539,51,1,27
2539,140,2,22
2539,1,1,33
2540,80,2,28
2540,38,2,32
2540,54,1,27
2541,24,2,19
2541,147,1,26
2541,11,1,25
2542,99,2,38
2542,36,2,29
2542,116,2,31
2543,148,1,33
2543,5,2,27
2543,56,1,33
2544,34,2,29
2544,103,1,31
2544,127,1,31
2545,63,2,21
2545,9,1,31
2545,80,1,33
2546,83,1,22
2546,134,1,31
2546,15,2,21
2547,150,1,31
2547,91,2,33
2547,81,2,29
2548,28,2,22
2548,118,1,30
2548,84,1,28
2549,55,2,25
2549,139,1,28
2549,149,1,20
2550,86,2,34
2550,32,1,24
2550,110,1,36
2551,28,1,25
2551,112,2,25
2551,76,1,29
2552,140,2,23
2552,56,1,34
2552,91,1,32
2553,143,2,24
2553,29,2,30
2553,131,2,20
2554,72,2,20
2554,99,1,23
2554,145,2,34
2554,144,1,21
2555,13,1,24
2555,72,2,21
2555,111,2,34
2556,7,2,27
2556,62,1,26
2556,82,1,22
2556,115,1,30
2557,141,2,29
2557,73,2,30
2557,59,2,35
2558,52,1,26
2558,65,1,19
2558,42,2,35
2559,114,1,32
2559,38,1,26
2559,132,2,32
2560,78,1,28
2560,141,1,33
2560,28,1,26
2561,104,2,23
2561,68,1,35
2561,78,2,28
2562,113,2,31
2562,63,1,30
2562,79,2,22
2563,60,1,24
2563,8,2,30
2563,144,2,27
2564,49,1,23
2564,24,1,27
2564,110,2,27
2564,37,2,28
2565,113,2,32
2565,30,1,28
2565,98,2,23
2566,15,1,26
2566,75,1,40
2566,79,1,33
2567,116,2,32
2567,85,1,24
2567,51,1,28
2567,8,2,31
2568,42,1,26
2568,63,2,22
2568,115,1,31
2569,85,1,25
2569,95,2,33
2569,109,1,30
2570,34,2,30
2570,39,2,25
2570,40,2,26
2571,20,1,25
2571,60,1,25
2571,68,1,36
2572,115,1,32
2572,103,1,32
2572,18,2,33
2573,105,2,22
2573,129,1,31
2573,107,1,39
2573,66,2,24
2574,59,1,25
2574,150,1,32
2574,21,2,23
2574,117,1,34
2575,73,2,31
2575,33,2,19
2575,146,2,31
2576,40,1,32
2576,68,1,37
2576,19,1,24
2577,116,2,33
2577,147,2,33
2577,68,2,38
2578,40,2,27
2578,119,2,27
2578,103,1,33
2579,67,1,35
2579,3,1,22
2579,104,2,24
2580,144,1,22
2580,73,2,32
2580,101,2,37
2581,110,1,37
2581,32,2,24
2581,60,1,26
2582,124,1,21
2582,5,2,28
2582,46,2,40
2582,133,1,31
2583,23,1,33
2583,69,1,27
2583,109,2,19
2584,1,1,34
2584,144,1,23
2584,38,2,33
2585,141,2,30
2585,8,1,26
2585,58,2,34
2585,132,2,33
2586,56,1,35
2586,119,2,28
2586,14,1,34
2586,127,1,32
2587,132,2,34
2587,138,1,27
2587,22,1,26
2588,114,1,33
2588,9,2,32
2588,79,1,34
2588,84,2,31
2589,9,1,32
2589,102,2,18
2589,37,2,29
2590,93,2,34
2590,52,2,30
2590,33,2,20
2591,8,1,27
2591,96,1,29
2591,53,1,26
2592,49,1,24
2592,45,2,27
2592,26,2,33
2593,81,1,29
2593,5,2,29
2593,96,1,30
2594,116,1,21
2594,96,1,31
2594,11,1,26
2595,3,1,23
2595,4,2,41
2595,54,1,28
2596,141,2,31
2596,38,2,34
2596,23,1,34
2597,125,2,28
2597,87,1,27
2597,149,2,24
2598,39,2,26
2598,64,1,29
2598,103,2,23
2599,24,2,20
2599,35,1,23
2599,15,1,27
2600,66,2,25
2600,107,1,40
2600,59,2,36
2600,38,2,35
2601,16,2,31
2601,143,2,25
2601,148,1,34
2601,27,1,25
2602,120,2,38
2602,9,2,33
2602,73,1,29
2603,141,2,32
2603,73,1,30
2603,42,1,27
2604,84,1,29
2604,6,1,28
2604,92,1,22
2604,51,2,26
2605,87,2,18
2605,23,2,32
2605,146,1,25
2606,7,1,26
2606,116,1,22
2606,91,2,34
2607,40,2,28
2607,32,2,25
2607,107,1,41
2608,109,2,20
2608,114,1,34
2608,146,2,32
2609,144,1,24
2609,90,2,26
2609,123,1,24
2610,111,1,35
2610,140,2,24
2610,13,2,22
2611,68,1,38
2611,67,1,36
2611,17,2,28
2612,11,1,27
2612,79,1,35
2612,67,2,27
2613,104,1,23
2613,107,1,42
2613,88,2,23
2614,21,1,24
2614,96,1,32
2614,34,1,34
2614,30,2,41
2615,102,1,23
2615,139,1,29
2615,13,2,23
2616,133,1,32
2616,47,1,23
2616,84,1,30
2617,143,1,32
2617,130,2,32
2617,7,2,28
2618,84,2,32
2618,126,2,28
2618,7,2,29
2618,115,2,31
2619,3,1,24
2619,12,1,36
2619,143,1,33
2620,62,2,20
2620,95,2,34
2620,127,2,25
2621,63,1,31
2621,10,1,33
2621,39,1,37
2621,54,2,26
2622,137,1,29
2622,132,1,27
2622,88,2,24
2623,127,1,33
2623,149,1,21
2623,88,2,25
2624,34,1,35
2624,41,1,36
2624,80,1,34
2625,63,2,23
2625,68,1,39
2625,101,1,32
2626,36,1,24
2626,129,1,32
2626,103,2,24
2627,105,1,31
2627,57,1,27
2627,63,2,24
2628,49,2,32
2628,13,1,25
2628,105,2,23
2629,65,1,20
2629,132,2,35
2629,61,2,29
2629,53,2,33
2630,131,2,21
2630,141,1,34
2630,146,2,33
2630,60,2,25
2631,1,2,33
2631,84,2,33
2631,63,2,25
2632,35,1,24
2632,86,2,35
2632,24,1,28
2633,79,2,23
2633,77,1,28
2633,55,2,26
2634,109,2,21
2634,134,1,32
2634,12,2,22
2635,91,2,35
2635,60,2,26
2635,130,1,27
2636,73,1,31
2636,34,2,31
2636,144,2,28
2637,90,1,27
2637,121,1,40
2637,76,1,30
2638,79,2,24
2638,2,2,30
2638,61,1,32
2638,87,2,19
2639,40,2,29
2639,92,1,23
2639,37,2,30
2640,88,1,23
2640,66,1,25
2640,135,1,35
2641,123,2,33
2641,34,2,32
2641,42,2,36
2642,18,2,34
2642,38,2,36
2642,26,1,27
2643,3,1,25
2643,36,2,30
2643,116,1,23
2644,78,2,29
2644,96,1,33
2644,117,1,35
2645,59,2,37
2645,100,2,32
2645,134,2,29
2646,144,1,25
2646,29,2,31
2646,104,1,24
2647,10,1,34
2647,80,2,29
2647,111,2,35
2648,2,2,31
2648,126,1,33
2648,11,2,30
2648,125,2,29
2649,69,1,28
2649,116,1,24
2649,73,2,33
2650,14,2,24
2650,71,1,28
2650,28,1,27
2651,75,2,25
2651,26,2,34
2651,63,1,32
2652,130,2,33
2652,79,1,36
2652,27,1,26
2653,127,1,34
2653,113,1,20
2653,123,1,25
2654,48,1,29
2654,95,1,22
2654,61,2,30
2654,28,2,23
2655,54,2,27
2655,9,1,33
2655,72,1,32
2656,49,2,33
2656,147,2,34
2656,9,2,34
2656,73,1,32
2657,46,1,31
2657,126,2,29
2657,134,2,30
2658,27,1,27
2658,88,2,26
2658,103,2,25
2659,11,1,28
2659,24,2,21
2659,57,1,28
2660,142,1,40
2660,138,2,24
2660,126,2,30
2660,2,2,32
2661,9,1,34
2661,36,1,25
2661,82,1,23
2662,55,1,32
2662,24,2,22
2662,70,2,24
2663,18,1,24
2663,4,1,28
2663,17,2,29
2664,65,1,21
2664,16,1,28
2664,126,2,31
2664,115,1,33
2665,141,1,35
2665,17,1,27
2665,146,1,26
2666,47,1,24
2666,39,1,38
2666,81,1,30
2667,90,1,28
2667,126,2,32
2667,112,1,40
2668,59,1,26
2668,44,1,27
2668,66,2,26
2669,59,2,38
2669,90,1,29
2669,88,1,24
2670,91,1,33
2670,47,1,25
2670,108,2,22
2671,89,2,30
2671,140,2,25
2671,124,1,22
2672,42,1,28
2672,64,1,30
2672,6,2,25
2673,129,2,26
2673,130,2,34
2673,14,1,35
2674,145,1,17
2674,47,2,14
2674,24,1,29
2675,36,1,26
2675,90,1,30
2675,97,1,27
2675,75,1,41
2676,98,1,28
2676,124,1,23
2676,125,2,30
2677,73,2,34
2677,71,2,30
2677,30,1,29
2677,47,2,15
2678,133,2,35
2678,112,2,26
2678,6,2,26
2678,137,1,30
2679,125,2,31
2679,118,2,18
2679,13,2,24
2680,133,2,36
2680,122,1,30
2680,43,2,28
2681,35,2,22
2681,103,1,34
2681,121,1,41
2682,73,2,35
2682,46,2,41
2682,132,1,28
2683,98,2,24
2683,84,2,34
2683,144,2,29
2683,105,2,24
2684,74,1,34
2684,91,2,36
2684,20,2,23
2685,132,1,29
2685,42,2,37
2685,95,1,23
2685,51,1,29
2686,29,1,22
2686,149,2,25
2686,18,2,35
2686,112,2,27
2687,6,1,29
2687,12,2,23
2687,119,1,28
2688,81,1,31
2688,73,1,33
2688,139,1,30
2689,113,1,21
2689,126,2,33
2689,58,1,28
2690,23,2,33
2690,103,2,26
2690,115,2,32
2691,142,2,35
2691,73,1,34
2691,2,2,33
2692,141,2,33
2692,9,1,35
2692,108,2,23
2693,81,1,32
2693,113,2,33
2693,49,1,25
2694,39,1,39
2694,102,2,19
2694,25,1,19
2694,76,1,31
2695,114,1,35
2695,141,2,34
2695,36,1,27
2696,126,1,34
2696,145,1,18
2696,99,2,39
2697,86,1,21
2697,71,1,29
2697,81,2,30
2698,63,1,33
2698,141,1,36
2698,52,2,31
2699,13,2,25
2699,122,1,31
2699,93,2,35
2699,61,2,31
2700,78,2,30
2700,36,2,31
2700,146,2,34
2700,130,1,28
2701,144,2,30
2701,72,1,33
2701,59,2,39
2702,105,1,32
2702,85,1,26
2702,122,2,28
2702,49,1,26
2703,35,2,23
2703,51,1,30
2703,78,2,31
2703,80,2,30
2704,144,2,31
2704,34,2,33
2704,122,1,32
2705,109,2,22
2705,98,2,25
2705,10,2,17
2706,88,2,27
2706,48,1,30
2706,27,2,19
2707,131,2,22
2707,85,2,30
2707,10,1,35
2708,78,1,29
2708,123,2,34
2708,143,1,34
2708,23,1,35
2709,72,2,22
2709,95,2,35
2709,47,2,16
2710,143,2,26
2710,131,2,23
2710,134,1,33
2711,40,2,30
2711,4,2,42
2711,12,2,24
2712,91,1,34
2712,49,2,34
2712,78,2,32
2713,21,2,24
2713,4,2,43
2713,74,2,21
2713,50,1,28
2714,81,1,33
2714,43,1,24
2714,73,2,36
2715,140,2,26
2715,128,2,30
2715,28,1,28
2715,149,1,22
2716,114,2,21
2716,86,2,36
2716,85,2,31
2716,129,1,33
2717,1,2,34
2717,67,1,37
2717,94,1,21
2718,11,1,29
2718,54,1,29
2718,147,1,27
2719,145,1,19
2719,64,2,20
2719,118,1,31
2720,138,1,28
2720,139,1,31
2720,133,2,37
2721,67,1,38
2721,120,1,29
2721,55,2,27
2722,126,1,35
2722,150,1,33
2722,116,1,25
2723,136,2,30
2723,48,2,23
2723,37,1,26
2724,69,1,29
2724,150,1,34
2724,122,1,33
2725,42,2,38
2725,71,1,30
2725,83,2,31
2726,65,1,22
2726,72,1,34
2726,41,1,37
2726,130,2,35
2727,47,2,17
2727,87,2,20
2727,77,1,29
2728,133,2,38
2728,87,1,28
2728,29,1,23
2729,102,1,24
2729,44,1,28
2729,72,1,35
2730,109,2,23
2730,116,2,34
2730,71,2,31
2731,93,2,36
2731,44,2,31
2731,35,1,25
2732,99,2,40
2732,86,2,37
2732,112,2,28
2733,17,1,28
2733,127,2,26
2733,134,1,34
2733,116,2,35
2734,118,1,32
2734,36,1,28
2734,3,1,26
2735,145,2,35
2735,8,2,32
2735,13,1,26
2736,147,1,28
2736,77,2,35
2736,21,1,25
2737,99,1,24
2737,42,2,39
2737,144,1,26
2737,6,2,27
2738,8,1,28
2738,117,1,36
2738,76,2,26
2739,71,2,32
2739,48,2,24
2739,128,1,25
2740,130,2,36
2740,131,1,31
2740,55,1,33
2741,84,1,31
2741,88,2,28
2741,134,1,35
2742,89,2,31
2742,127,1,35
2742,105,2,25
2743,80,1,35
2743,84,1,32
2743,126,2,34
2744,125,1,29
2744,45,2,28
2744,142,2,36
2745,79,2,25
2745,97,1,28
2745,30,2,42
2746,60,1,27
2746,145,2,36
2746,99,2,41
2747,120,2,39
2747,2,2,34
2747,36,1,29
2748,122,1,34
2748,79,1,37
2748,114,1,36
2749,126,2,35
2749,61,2,32
2749,105,2,26
2750,94,2,30
2750,93,1,31
2750,8,1,29
2751,92,2,29
2751,94,2,31
2751,140,1,32
2752,87,2,21
2752,70,1,29
2752,79,1,38
2753,26,1,28
2753,133,2,39
2753,97,1,29
2754,148,2,25
2754,16,1,29
2754,120,2,40
2754,19,2,28
2755,10,2,18
2755,14,1,36
2755,57,1,29
2756,128,1,26
2756,87,2,22
2756,66,2,27
2757,52,1,27
2757,31,1,22
2757,2,2,35
2758,133,2,40
2758,119,1,29
2758,8,2,33
2758,141,2,35
2759,28,1,29
2759,89,1,32
2759,123,2,35
2759,150,2,27
2760,15,2,22
2760,59,2,40
2760,109,2,24
2761,55,2,28
2761,131,2,24
2761,3,1,27
2762,111,2,36
2762,13,2,26
2762,65,2,19
2763,129,2,27
2763,59,1,27
2763,130,1,29
2764,128,2,31
2764,36,1,30
2764,90,2,27
2765,92,2,30
2765,35,1,26
2765,60,1,28
2765,77,1,30
2766,75,1,42
2766,9,2,35
2766,12,2,25
2767,33,2,21
2767,46,2,42
2767,147,2,35
2768,145,2,37
2768,48,2,25
2768,149,1,23
2768,69,1,30
2769,134,1,36
2769,101,1,33
2769,88,2,29
2769,30,1,30
2770,89,2,32
2770,83,2,32
2770,53,2,34
2771,105,2,27
2771,138,2,25
2771,78,2,33
2772,35,2,24
2772,148,2,26
2772,9,2,36
2773,66,2,28
2773,16,2,32
2773,11,1,30
2773,80,2,31
2774,24,1,30
2774,86,2,38
2774,47,1,26
2775,47,1,27
2775,133,2,41
2775,29,1,24
2775,4,1,29
2776,79,1,39
2776,141,2,36
2776,65,1,23
2777,130,2,37
2777,62,1,27
2777,141,1,37
2778,30,2,43
2778,123,2,36
2778,78,1,30
2779,146,1,27
2779,21,2,25
2779,23,2,34
2780,37,2,31
2780,136,2,31
2780,145,2,38
2781,114,2,22
2781,37,1,27
2781,149,2,26
2782,122,2,29
2782,101,1,34
2782,55,1,34
2783,65,2,20
2783,58,2,35
2783,3,2,18
2783,6,2,28
2784,133,1,33
2784,16,2,33
2784,13,1,27
2785,100,1,30
2785,57,1,30
2785,84,1,33
2785,123,2,37
2786,18,2,36
2786,30,1,31
2786,138,2,26
2786,148,2,27
2787,64,1,31
2787,3,1,28
2787,74,2,22
2787,37,2,32
2788,131,2,25
2788,113,2,34
2788,94,2,32
2789,36,2,32
2789,62,1,28
2789,87,1,29
2790,1,1,35
2790,68,1,40
2790,59,1,28
2790,124,2,28
2791,129,1,34
2791,118,1,33
2791,91,2,37
2792,102,1,25
2792,35,1,27
2792,44,2,32
2793,67,2,28
2793,37,1,28
2793,131,1,32
2794,46,2,43
2794,150,2,28
2794,113,2,35
2795,122,1,35
2795,104,1,25
2795,48,1,31
2795,126,1,36
2796,78,2,34
2796,62,2,21
2796,44,2,33
2797,86,2,39
2797,67,2,29
2797,74,2,23
2798,129,2,28
2798,63,1,34
2798,64,1,32
2799,15,1,28
2799,133,1,34
2799,143,2,27
2800,44,2,34
2800,24,2,23
2800,122,1,36
2801,58,2,36
2801,130,1,30
2801,29,1,25
2802,150,2,29
2802,4,1,30
2802,103,2,27
2803,74,2,24
2803,97,1,30
2803,129,2,29
2804,110,1,38
2804,38,1,27
2804,13,1,28
2805,119,1,30
2805,24,1,31
2805,83,2,33
2806,53,2,35
2806,63,2,26
2806,4,2,44
2807,131,1,33
2807,128,1,27
2807,107,1,43
2807,82,1,24
2808,107,1,44
2808,127,2,27
2808,55,1,35
2809,131,2,26
2809,119,1,31
2809,36,1,31
2810,113,1,22
2810,88,2,30
2810,25,1,20
2811,99,2,42
2811,27,2,20
2811,18,2,37
2812,140,1,33
2812,139,2,28
2812,75,1,43
2813,66,2,29
2813,113,1,23
2813,61,2,33
2814,128,1,28
2814,70,2,25
2814,47,1,28
2815,138,2,27
2815,76,2,27
2815,119,2,29
2816,108,2,24
2816,15,1,29
2816,134,1,37
2817,116,2,36
2817,60,2,27
2817,149,2,27
2818,105,1,33
2818,17,2,30
2818,96,1,34
2819,76,1,32
2819,121,1,42
2819,60,2,28
2820,76,2,28
2820,6,2,29
2820,5,2,30
2821,66,2,30
2821,87,1,30
2821,143,2,28
2821,52,1,28
2822,118,2,19
2822,102,1,26
2822,150,2,30
2823,99,2,43
2823,147,1,29
2823,146,1,28
2824,26,1,29
2824,101,2,38
2824,37,1,29
2825,108,1,31
2825,33,2,22
2825,116,2,37
2826,78,2,35
2826,37,2,33
2826,74,2,25
2827,120,1,30
2827,115,2,33
2827,24,2,24
2828,44,2,35
2828,4,1,31
2828,18,1,25
2829,84,2,35
2829,122,1,37
2829,51,1,31
2830,23,2,35
2830,52,2,32
2830,44,1,29
2831,48,1,32
2831,41,2,18
2831,148,1,35
2832,102,2,20
2832,91,1,35
2832,44,1,30
2833,1,2,35
2833,57,1,31
2833,100,1,31
2834,102,2,21
2834,82,1,25
2834,107,1,45
2835,118,1,34
2835,87,2,23
2835,139,2,29
2836,95,1,24
2836,93,1,32
2836,21,2,26
2837,43,1,25
2837,66,2,31
2837,3,2,19
2838,39,2,27
2838,20,1,26
2838,18,2,38
2839,20,1,27
2839,150,1,35
2839,128,1,29
2840,36,2,33
2840,149,2,28
2840,122,1,38
2841,107,1,46
2841,121,1,43
2841,76,1,33
2842,116,2,38
2842,131,2,27
2842,105,1,34
2843,28,2,24
2843,130,1,31
2843,38,1,28
2844,15,1,30
2844,1,2,36
2844,3,1,29
2845,58,1,29
2845,147,2,36
2845,70,1,30
2846,14,2,25
2846,94,2,33
2846,32,2,26
2847,63,1,35
2847,137,1,31
2847,130,2,38
2848,78,1,31
2848,80,1,36
2848,145,1,20
2849,75,2,26
2849,72,2,23
2849,17,1,29
2850,109,2,25
2850,55,2,29
2850,87,2,24
2850,30,1,32
2851,109,1,31
2851,103,1,35
2851,18,2,39
2852,95,1,25
2852,19,1,25
2852,44,1,31
2853,126,1,37
2853,9,1,36
2853,134,1,38
2854,3,2,20
2854,113,2,36
2854,129,2,30
2854,54,1,30
2855,44,1,32
2855,104,2,25
2855,55,1,36
2855,54,1,31
2856,119,1,32
2856,9,2,37
2856,129,1,35
2857,17,1,30
2857,4,1,32
2857,131,1,34
2858,83,2,34
2858,67,2,30
2858,74,2,26
2858,78,2,36
2859,51,2,27
2859,43,1,26
2859,18,1,26
2860,58,2,37
2860,99,1,25
2860,4,2,45
2861,51,1,32
2861,119,1,33
2861,138,2,28
2862,78,1,32
2862,22,1,27
2862,49,2,35
2863,42,1,29
2863,6,2,30
2863,58,1,30
2863,134,1,39
2864,80,2,32
2864,102,1,27
2864,109,2,26
2865,27,2,21
2865,81,2,31
2865,50,2,32
2866,142,2,37
2866,42,1,30
2866,14,2,26
2867,143,2,29
2867,102,1,28
2867,24,1,32
2868,103,2,28
2868,126,2,36
2868,64,1,33
2869,150,2,31
2869,42,2,40
2869,7,2,30
2870,90,2,28
2870,21,1,26
2870,81,2,32
2871,76,2,29
2871,65,2,21
2871,34,2,34
2872,125,2,32
2872,62,1,29
2872,112,2,29
2873,13,1,29
2873,146,1,29
2873,137,1,32
2874,134,1,40
2874,146,1,30
2874,48,2,26
2875,91,2,38
2875,150,2,32
2875,75,1,44
2876,108,1,32
2876,83,1,23
2876,24,2,25
2877,48,2,27
2877,113,1,24
2877,119,1,34
2878,65,2,22
2878,116,2,39
2878,44,1,33
2878,22,1,28
2879,89,2,33
2879,64,1,34
2879,3,1,30
2880,32,1,25
2880,37,1,30
2880,100,2,33
2881,88,2,31
2881,90,2,29
2881,39,2,28
2882,122,1,39
2882,29,1,26
2882,78,1,33
2883,16,2,34
2883,79,2,26
2883,91,2,39
2884,35,1,28
2884,126,2,37
2884,107,1,47
2884,113,2,37
2885,8,2,34
2885,6,1,30
2885,44,1,34
2886,19,2,29
2886,146,2,35
2886,103,2,29
2887,26,1,30
2887,38,1,29
2887,95,2,36
2888,48,2,28
2888,64,2,21
2888,14,1,37
2889,14,1,38
2889,2,2,36
2889,9,1,37
2890,117,1,37
2890,115,2,34
2890,79,1,40
2891,28,1,30
2891,73,1,35
2891,38,1,30
2891,35,1,29
2892,115,1,34
2892,108,1,33
2892,29,1,27
2893,125,2,33
2893,117,1,38
2893,109,1,32
2894,55,1,37
2894,134,1,41
2894,142,2,38
2895,126,1,38
2895,12,2,26
2895,35,2,25
2896,145,1,21
2896,110,2,28
2896,72,2,24
2897,128,2,32
2897,46,2,44
2897,95,2,37
2898,1,2,37
2898,71,2,33
2898,63,2,27
2898,141,2,37
2899,110,2,29
2899,89,1,33
2899,75,1,45
2899,55,1,38
2900,99,1,26
2900,123,1,26
2900,3,2,21
2901,78,1,34
2901,125,1,30
2901,37,2,34
2902,114,1,37
2902,36,1,32
2902,39,1,40
2903,18,2,40
2903,95,2,38
2903,107,1,48
2904,81,1,34
2904,46,2,45
2904,105,1,35
2905,128,1,30
2905,63,1,36
2905,147,2,37
2905,44,2,36
2906,20,2,24
2906,115,1,35
2906,35,1,30
2907,82,2,28
2907,61,2,34
2907,87,2,25
2907,64,1,35
2908,148,1,36
2908,129,1,36
2908,15,2,23
2909,26,2,35
2909,130,2,39
2909,71,2,34
2910,109,2,27
2910,46,2,46
2910,7,1,27
2911,113,1,25
2911,124,1,24
2911,29,1,28
2912,40,1,33
2912,46,2,47
2912,143,1,35
2913,75,1,46
2913,2,2,37
2913,67,2,31
2914,91,2,40
2914,42,2,41
2914,5,2,31
2915,146,2,36
2915,36,2,34
2915,130,2,40
2916,144,2,32
2916,33,2,23
2916,118,1,35
2917,132,1,30
2917,123,2,38
2917,21,2,27
2918,26,2,36
2918,42,2,42
2918,134,2,31
2919,148,2,28
2919,78,2,37
2919,46,2,48
2920,134,1,42
2920,54,2,28
2920,102,2,22
2921,87,2,26
2921,126,1,39
2921,105,1,36
2922,51,1,33
2922,122,1,40
2922,39,1,41
2923,31,1,23
2923,113,1,26
2923,46,1,32
2924,133,2,42
2924,148,1,37
2924,50,2,33
2925,38,1,31
2925,52,2,33
2925,4,2,46
2925,132,1,31
2926,147,2,38
2926,9,1,38
2926,119,1,35
2927,59,2,41
2927,13,2,27
2927,141,2,38
2928,128,1,31
2928,20,1,28
2928,132,1,32
2929,63,2,28
2929,61,2,35
2929,20,1,29
2929,81,2,33
2930,9,1,39
2930,113,2,38
2930,89,2,34
2931,68,1,41
2931,50,2,34
2931,140,1,34
2932,85,2,32
2932,54,2,29
2932,87,2,27
2933,77,2,36
2933,54,1,32
2933,116,2,40
2934,83,1,24
2934,64,2,22
2934,79,2,27
2935,90,1,31
2935,55,1,39
2935,77,1,31
2936,81,1,35
2936,32,2,27
2936,77,2,37
2937,13,1,30
2937,36,2,35
2937,149,1,24
2938,98,1,29
2938,90,1,32
2938,106,1,24
2939,141,2,39
2939,147,1,30
2939,65,1,24
2939,92,1,24
2940,75,2,27
2940,66,2,32
2940,101,2,39
2941,139,2,30
2941,3,1,31
2941,102,2,23
2942,134,1,43
2942,116,1,26
2942,100,2,34
2943,123,1,27
2943,16,1,30
2943,95,1,26
2944,49,2,36
2944,59,1,29
2944,131,1,35
2945,86,1,22
2945,128,2,33
2945,8,2,35
2946,148,2,29
2946,118,1,36
2946,74,2,27
2947,148,2,30
2947,92,1,25
2947,118,2,20
2947,43,1,27
2948,136,2,32
2948,95,2,39
2948,87,2,28
2949,62,1,30
2949,121,1,44
2949,55,2,30
2950,109,1,33
2950,138,2,29
2950,41,2,19
2951,131,2,28
2951,94,2,34
2951,26,2,37
2951,62,2,22
2952,21,2,28
2952,111,2,37
2952,81,2,34
2953,100,2,35
2953,94,2,35
2953,31,1,24
2954,117,1,39
2954,104,2,26
2954,95,2,40
2955,29,1,29
2955,4,2,47
2955,17,1,31
2955,77,2,38
2956,23,2,36
2956,104,2,27
2956,28,2,25
2956,44,1,35
2957,31,1,25
2957,128,1,32
2957,77,2,39
2958,32,2,28
2958,36,1,33
2958,71,2,35
2959,26,2,38
2959,38,1,32
2959,140,1,35
2960,4,1,33
2960,53,1,27
2960,29,2,32
2960,99,2,44
2961,62,2,23
2961,92,2,31
2961,49,1,27
2962,10,2,19
2962,114,2,23
2962,38,1,33
2962,65,1,25
2963,94,1,22
2963,108,2,25
2963,77,1,32
2964,8,1,30
2964,59,2,42
2964,17,1,32
2965,79,1,41
2965,133,1,35
2965,60,1,29
2966,84,1,34
2966,104,2,28
2966,18,2,41
2967,108,2,26
2967,85,2,33
2967,58,2,38
2968,81,2,35
2968,22,1,29
2968,74,1,35
2969,59,1,30
2969,66,1,26
2969,137,1,33
2970,132,1,33
2970,38,1,34
2970,145,1,22
2971,37,2,35
2971,86,2,40
2971,81,2,36
2972,122,2,30
2972,14,2,27
2972,125,1,31
2973,104,1,26
2973,13,1,31
2973,82,1,26
2974,34,2,35
2974,98,2,26
2974,95,1,27
2975,90,1,33
2975,59,1,31
2975,126,2,38
2976,102,2,24
2976,104,1,27
2976,120,1,31
2977,134,1,44
2977,108,2,27
2977,20,1,30
2978,137,1,34
2978,84,1,35
2978,127,2,28
2979,2,2,38
2979,124,2,29
2979,140,2,27
2980,26,1,31
2980,104,1,28
2980,18,1,27
2981,148,1,38
2981,73,1,36
2981,1,2,38
2982,101,1,35
2982,28,2,26
2982,80,2,33
2983,118,1,37
2983,143,2,30
2983,146,2,37
2984,95,1,28
2984,75,2,28
2984,134,2,32
2985,48,1,33
2985,86,1,23
2985,34,2,36
2986,62,2,24
2986,128,2,34
2986,48,1,34
2987,81,2,37
2987,98,2,27
2987,88,1,25
2987,62,1,31
2988,68,1,42
2988,42,2,43
2988,76,1,34
2989,102,2,25
2989,108,1,34
2989,127,2,29
2990,76,2,30
2990,149,2,29
2990,44,1,36
2991,9,2,38
2991,147,2,39
2991,104,1,29
2992,43,2,29
2992,77,1,33
2992,67,2,32
